City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
72,hami,42.8,93.45,17.72,25,3,2.73,CN,1712848543
73,mek'ele,13.4967,39.4753,23.21,47,90,7.17,ET,1712848543
74,halifax,44.6453,-63.5724,8.03,75,96,2.68,CA,1712848543
75,st. john's,47.5649,-52.7093,4.82,76,37,1.34,CA,1712848491
76,yellowknife,62.456,-114.3525,-3.1,95,86,1.34,CA,1712848543
77,klyuchi,52.2667,79.1667,1.35,76,100,2.73,RU,1712848544
78,arraial do cabo,-22.9661,-42.0278,28.92,74,40,3.6,BR,1712848544
79,ribeira grande,38.5167,-28.7,16.22,88,75,5.14,PT,1712848462
80,chernyshevskiy,63.0128,112.4714,-28.74,99,23,1.75,RU,1712848544
81,macapa,0.0389,-51.0664,32.99,62,40,3.6,BR,1712848523
82,ust-nera,64.5667,143.2,-12.26,93,86,3.28,RU,1712848544
83,tolanaro,-25.0319,46.9987,23.18,78,100,3.92,MG,1712848545
84,mwene-ditu,-7.0,23.45,24.61,82,100,0.74,CD,1712848545
85,novyy rogachik,48.6768,44.0608,23.5,39,4,2.16,RU,1712848545
86,gilgit,35.9221,74.3087,10.07,61,66,1.12,PK,1712848545
87,belomorsk,64.5232,34.7668,5.85,70,79,9.11,RU,1712848545
88,sechura,-5.5569,-80.8222,26.49,60,63,3.38,PE,1712848545
89,island harbour,50.724,-1.2758,17.33,89,99,1.34,GB,1712848545
90,portland,45.5234,-122.6762,9.08,91,75,2.06,US,1712848320
91,conneaut,41.9476,-80.5542,18.61,85,100,5.83,US,1712848545
92,yuzhno-kurilsk,44.0306,145.8556,4.65,76,100,5.03,RU,1712848546
93,san cristobal,7.7669,-72.225,25.1,36,71,4.24,VE,1712848546
94,thompson,55.7435,-97.8558,1.09,75,75,6.17,CA,1712848364
95,tiksi,71.6872,128.8694,-27.43,93,29,8.53,RU,1712848546
96,haiku-pauwela,20.9219,-156.3051,21.81,81,0,3.58,US,1712848546
97,pangai,-19.8,-174.35,26.87,76,83,3.94,TO,1712848546
98,ushuaia,-54.8,-68.3,8.81,57,0,6.17,AR,1712848546
99,meadow lake,34.8014,-106.5436,13.15,37,0,0.43,US,1712848546
100,papatowai,-46.5619,169.4708,7.52,92,100,3.96,NZ,1712848546
101,yigo village,13.5361,144.8886,26.62,85,100,6.69,GU,1712848546
102,callao,-12.0667,-77.15,23.16,83,41,3.6,PE,1712848547
103,hithadhoo,-0.6,73.0833,29.88,70,39,2.11,MV,1712848547
104,homer,59.6425,-151.5483,1.94,73,100,2.57,US,1712848547
105,bilibino,68.0546,166.4372,-23.48,100,92,0.87,RU,1712848547
106,el calafate,-50.3408,-72.2768,6.76,55,7,1.84,AR,1712848547
107,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,71,0,11.62,RU,1712848547
108,lauderdale-by-the-sea,26.192,-80.0964,30.01,70,75,9.77,US,1712848547
109,challapata,-18.9,-66.7667,13.92,53,78,3.73,BO,1712848277
110,anadyr,64.75,177.4833,-13.72,84,81,11.0,RU,1712848548
111,mahajanga,-15.7167,46.3167,29.41,73,99,4.67,MG,1712848548
112,prince rupert,54.3161,-130.3201,4.83,93,100,8.75,CA,1712848548
113,isafjordur,66.0755,-23.124,2.02,80,100,7.2,IS,1712848548
114,bandarbeyla,9.4942,50.8122,28.38,78,1,3.51,SO,1712848548
115,chonchi,-42.6128,-73.8092,13.56,56,0,1.08,CL,1712848548
116,ko pha ngan,9.7578,100.0291,27.19,67,93,3.74,TH,1712848548
117,lazaro cardenas,17.9583,-102.2,26.18,63,0,1.62,MX,1712848296
118,lucea,18.451,-78.1736,29.92,64,92,3.28,JM,1712848549
119,cockburn town,21.4612,-71.1419,25.09,70,18,7.94,TC,1712848470
120,kone,-21.0595,164.8658,22.73,92,98,1.33,NC,1712848549
121,nagqu,31.5,92.0,0.64,34,100,3.59,CN,1712848549
122,tralee,52.2704,-9.7026,14.14,88,75,5.66,IE,1712848549
123,selfoss,63.9331,-20.9971,2.54,96,100,5.97,IS,1712848549
124,bredasdorp,-34.5322,20.0403,17.24,55,0,7.14,ZA,1712848549
125,santa cruz del sur,20.7147,-77.9956,28.18,63,7,4.08,CU,1712848549
126,san antonio de pale,-1.4014,5.6325,26.23,81,100,4.46,GQ,1712848549
127,carnarvon,-24.8667,113.6333,22.2,63,100,12.17,AU,1712848550
128,kruisfontein,-34.0033,24.7314,17.71,57,51,4.67,ZA,1712848550
129,katsuura,35.1333,140.3,14.54,76,100,3.96,JP,1712848550
130,changji,44.0167,87.3167,16.44,41,0,1.0,CN,1712848550
131,ballinasloe,53.3275,-8.2194,13.16,97,100,5.83,IE,1712848550
132,tura,25.5198,90.2201,25.79,31,100,1.64,IN,1712848550
133,oranjemund,-28.55,16.4333,29.16,31,0,5.52,NA,1712848551
134,hermanus,-34.4187,19.2345,19.33,56,3,9.5,ZA,1712848551
135,kidal,18.4411,1.4078,39.99,6,100,0.46,ML,1712848551
136,port alfred,-33.5906,26.891,16.21,87,92,0.89,ZA,1712848442
137,lompoc,34.6391,-120.4579,19.21,98,0,2.57,US,1712848551
138,usinsk,65.9939,57.5281,-0.52,98,100,13.86,RU,1712848551
139,bosaso,11.2842,49.1816,28.51,69,6,1.07,SO,1712848551
140,vorgashor,67.5833,63.95,-12.33,82,100,11.07,RU,1712848551
141,brindisi,40.5833,17.6667,23.02,60,100,7.48,IT,1712848392
142,dryden,49.7833,-92.7503,2.94,96,100,1.65,CA,1712848552
143,aykhal,66.0,111.5,-28.33,100,99,2.49,RU,1712848552
144,les anglais,18.3054,-74.2197,28.89,63,0,2.74,HT,1712848552
145,kudahuvadhoo,2.6708,72.8944,29.86,68,60,1.86,MV,1712848552
146,bria,6.5423,21.9863,39.69,15,28,3.96,CF,1712848552
147,tanda,26.55,82.65,31.04,18,8,2.51,IN,1712848552
148,bonthe,7.5264,-12.505,30.17,65,87,5.54,SL,1712848552
149,dudinka,69.4058,86.1778,-25.18,98,45,2.24,RU,1712848552
150,sainte-suzanne,-20.9061,55.6089,28.12,88,0,4.12,RE,1712848552
151,puerto ayora,-0.7393,-90.3518,28.98,91,37,0.45,EC,1712848553
152,saynshand,44.8824,110.1163,14.05,26,69,3.34,MN,1712848553
153,kourou,5.1552,-52.6478,31.03,81,52,3.91,GF,1712848553
154,inhambane,-23.865,35.3833,23.99,78,75,6.17,MZ,1712848553
155,kavaratti,10.5669,72.642,29.4,70,1,3.77,IN,1712848553
156,eduardo castex,-35.915,-64.2945,11.63,54,100,5.73,AR,1712848553
157,kibi,6.1649,-0.5538,31.49,57,100,1.5,GH,1712848553
158,attendorn,51.1265,7.9033,15.36,81,100,1.51,DE,1712848553
159,petropavlovka,50.6114,105.3196,5.78,83,76,1.29,RU,1712848553
160,la passe,45.5549,-0.8967,18.13,76,95,3.31,FR,1712848554
161,ostersund,63.1792,14.6357,4.25,93,0,1.54,SE,1712848317
162,palikir - national government center,6.9248,158.1611,27.04,83,100,6.82,FM,1712848387
163,mount pearl,47.5166,-52.7813,4.36,75,20,2.68,CA,1712848554
164,whitehorse,60.7161,-135.0538,-4.27,79,49,1.25,CA,1712848439
165,udachny,66.4167,112.4,-28.08,100,89,2.13,RU,1712848554
166,margaret river,-33.95,115.0667,15.43,61,1,6.17,AU,1712848554
167,uzgen,40.7699,73.3007,18.16,38,90,1.98,KG,1712848554
168,finspang,58.7058,15.7674,14.5,83,100,8.21,SE,1712848554
169,gasa,31.5,34.4667,19.67,72,0,4.65,PS,1712848555
170,toliara,-23.35,43.6667,25.64,66,100,5.33,MG,1712848555
171,polyarnyy,69.1989,33.4478,1.55,99,100,7.86,RU,1712848555
172,rongelap,11.1635,166.8941,26.76,78,100,9.13,MH,1712848555
173,lata,40.1629,-8.3327,28.37,46,100,2.64,PT,1712848555
174,mandera,3.9366,41.867,34.84,40,82,3.84,KE,1712848555
175,san patricio,28.017,-97.5169,22.17,35,0,4.67,US,1712848555
176,remire-montjoly,4.9167,-52.2667,31.02,70,75,6.17,GF,1712848555
177,corner brook,48.9667,-57.9484,7.11,37,1,1.92,CA,1712848556
178,angaur state,6.906,134.13,28.17,77,61,6.35,PW,1712848556
179,port macquarie,-31.4333,152.9167,15.5,92,25,4.52,AU,1712848556
180,dolbeau-mistassini,48.8763,-72.212,3.36,89,100,2.57,CA,1712848411
181,geraldton,-28.7667,114.6,22.23,49,100,3.09,AU,1712848556
182,lebu,-37.6167,-73.65,15.11,47,0,1.65,CL,1712848556
183,hasaki,35.7333,140.8333,14.22,68,100,3.56,JP,1712848556
184,dunedin,-45.8742,170.5036,8.22,99,100,4.02,NZ,1712848556
185,saint-philippe,-21.3585,55.7679,27.77,88,85,1.77,RE,1712848556
186,west island,-12.1568,96.8225,27.99,74,40,5.14,CC,1712848556
187,hotan,37.0997,79.9269,20.49,10,100,3.03,CN,1712848557
188,keflavik,64.0049,-22.5624,6.95,87,100,6.69,IS,1712848557
189,uturoa,-16.7333,-151.4333,28.7,78,56,7.86,PF,1712848557
190,mari-turek,56.7895,49.6235,14.26,76,100,7.49,RU,1712848557
191,tromso,69.6496,18.957,4.01,75,75,3.6,NO,1712848557
192,abadeh,31.1608,52.6506,14.6,37,0,12.11,IR,1712848557
193,malone,44.8487,-74.2949,10.97,92,100,0.92,US,1712848557
194,ceres,37.5949,-120.9577,17.61,92,0,0.0,US,1712848557
195,zanjan,36.6736,48.4787,7.85,84,100,5.19,IR,1712848557
196,cahors,44.4167,1.3333,17.52,56,100,2.47,FR,1712848557
197,cabedelo,-6.9811,-34.8339,31.37,74,100,3.51,BR,1712848267
198,goulburn,-34.75,149.7167,9.88,94,0,0.89,AU,1712848558
199,baynjiwayn,35.6183,45.9541,9.98,72,61,0.96,IQ,1712848558
200,qaqortoq,60.7167,-46.0333,-3.23,78,96,1.42,GL,1712848558
201,isla mujeres,21.2311,-86.731,28.03,83,85,4.23,MX,1712848558
202,gamba,-2.65,10.0,28.72,78,73,4.44,GA,1712848558
203,ola,59.5833,151.2833,-7.7,89,24,1.84,RU,1712848558
204,shohimardon,39.9839,71.8028,15.43,49,99,2.16,UZ,1712848558
205,lascano,-33.6667,-54.2,18.97,54,9,5.07,UY,1712848558
206,hirara,24.8,125.2833,23.18,85,44,5.77,JP,1712848559
207,pacific grove,36.6177,-121.9166,19.8,92,0,0.45,US,1712848559
208,bodo,67.28,14.405,5.02,65,75,6.69,NO,1712848275
209,egilsstadir,65.2653,-14.3948,2.95,75,75,6.69,IS,1712848559
210,christchurch,-43.5333,172.6333,11.41,95,75,7.2,NZ,1712848287
211,ancud,-41.8697,-73.8203,12.26,61,0,3.06,CL,1712848559
212,weatherford,32.7593,-97.7972,16.55,63,0,4.02,US,1712848440
213,alaghsas,17.0187,8.0168,39.56,7,45,1.16,NE,1712848559
214,suva,-18.1416,178.4415,24.71,100,20,1.03,FJ,1712848270
215,crane,31.3974,-102.3501,18.14,29,0,2.49,US,1712848559
216,piton saint-leu,-21.2196,55.3151,26.06,78,75,4.63,RE,1712848560
217,duba,27.3513,35.6901,25.06,49,0,7.02,SA,1712848560
218,johnstown,40.3267,-78.922,21.55,82,100,7.2,US,1712848536
219,rostovka,55.3842,71.8891,-0.47,97,99,0.81,RU,1712848560
220,isangel,-19.55,169.2667,25.77,88,54,0.96,VU,1712848560
221,al jawf,29.5,38.75,23.91,24,0,3.3,SA,1712848560
222,constantia,44.1833,28.65,23.38,64,1,2.4,RO,1712848445
223,paphos,34.7667,32.4167,22.35,73,20,5.66,CY,1712848560
224,oyugis,-0.509,34.7358,20.81,89,54,0.49,KE,1712848560
225,el soberbio,-27.2985,-54.1988,20.72,99,100,2.14,AR,1712848561
226,college,64.8569,-147.8028,-1.0,72,75,3.09,US,1712848561
227,el nido,11.1858,119.3956,27.37,73,56,3.35,PH,1712848561
228,monteagudo,-19.8167,-63.9833,17.62,95,100,2.25,BO,1712848561
229,kodiak,57.79,-152.4072,-1.27,80,100,0.0,US,1712848561
230,zeya,53.75,127.2667,0.27,79,11,1.84,RU,1712848562
231,papao,-17.75,-149.55,26.82,82,39,8.95,PF,1712848562
232,santa elena de uairen,4.6167,-61.1333,29.27,41,28,1.87,VE,1712848562
233,capo d'orlando,38.1435,14.7305,18.01,66,34,4.24,IT,1712848562
234,pisco,-13.7,-76.2167,24.03,78,57,3.09,PE,1712848562
235,kyzyl-suu,42.3414,78.0056,9.48,44,77,4.04,KG,1712848562
236,taro,-8.3862,115.28,24.0,100,100,0.76,ID,1712848562
237,nuuk,64.1835,-51.7216,-1.66,80,100,1.54,GL,1712848470
238,manta,-0.95,-80.7333,31.88,55,0,3.09,EC,1712848086
239,santiago de cao,-7.9589,-79.2392,22.07,83,85,6.17,PE,1712848563
240,hilo,19.7297,-155.09,24.04,99,100,2.06,US,1712848563
241,entebbe,0.0644,32.4469,24.54,72,74,5.06,UG,1712848563
242,talnakh,69.4865,88.3972,-25.44,99,83,1.29,RU,1712848563
243,nicoya,10.1483,-85.452,31.88,54,84,2.76,CR,1712848563
244,guerrero negro,27.9769,-114.0611,17.44,69,62,2.19,MX,1712848563
245,vanimo,-2.6741,141.3028,25.9,91,97,2.43,PG,1712848564
246,birao,10.2849,22.7882,40.8,5,87,3.66,CF,1712848564
247,nikolayevsk-on-amure,53.1406,140.73,0.12,96,85,1.79,RU,1712848564
248,yeppoon,-23.1333,150.7333,16.88,78,6,3.73,AU,1712848564
249,bukoba,-1.3317,31.8122,23.75,76,98,2.69,TZ,1712848564
250,barra,-11.0894,-43.1417,30.13,55,79,3.6,BR,1712848564
251,khovd,48.0056,91.6419,8.26,40,14,1.43,MN,1712848564
252,ajasse ipo,8.2333,4.8167,37.16,26,48,1.94,NG,1712848565
253,hailun,47.45,126.9333,12.18,60,61,3.92,CN,1712848565
254,mata de sao joao,-12.5303,-38.2992,30.86,65,63,1.57,BR,1712848515
255,wagar,16.1525,36.2032,37.6,11,2,5.05,SD,1712848565
256,pangody,65.85,74.4859,-19.53,93,56,5.35,RU,1712848565
257,vishnyeva,54.7122,26.5225,13.02,44,20,4.01,BY,1712848566
258,tazovsky,67.4667,78.7,-25.98,99,6,3.1,RU,1712848566
259,merritt,50.1123,-120.7942,4.62,69,100,1.34,CA,1712848566
260,male,4.1748,73.5089,30.97,79,20,2.06,MV,1712848566
261,iranshahr,27.2025,60.6848,34.1,18,84,8.44,IR,1712848566
262,la'ie,21.6477,-157.9253,23.98,85,100,1.79,US,1712848566
263,shuangjiang,26.1547,109.7138,18.4,99,100,1.0,CN,1712848567
264,cidreira,-30.1811,-50.2056,20.37,89,100,8.46,BR,1712848567
265,napili-honokowai,20.9708,-156.6705,22.51,79,100,3.11,US,1712848567
266,tefe,-3.3542,-64.7114,28.06,83,100,2.06,BR,1712848567
267,madimba,-10.4,40.3333,27.57,87,100,2.45,TZ,1712848567
268,happy valley-goose bay,53.3168,-60.3315,7.26,39,15,4.54,CA,1712848567
269,ceeldheer,3.8488,47.1806,29.94,62,90,7.1,SO,1712848567
270,tikamgarh,24.745,78.8333,32.31,16,57,1.21,IN,1712848568
271,dalai,45.5,124.3,15.55,49,83,8.25,CN,1712848568
272,sen monorom,12.45,107.2,23.37,68,29,2.73,KH,1712848568
273,harper,4.375,-7.7169,29.46,71,100,3.5,LR,1712848568
274,stephenville,32.2207,-98.2023,17.08,54,0,6.17,US,1712848419
275,byron bay,-28.65,153.6167,15.95,84,54,4.54,AU,1712848568
276,lingyuan,41.24,119.4011,17.79,46,43,5.42,CN,1712848568
277,tado,5.266,-76.5649,28.01,82,81,1.05,CO,1712848523
278,kyren,51.6828,102.1408,5.53,86,100,3.58,RU,1712848569
279,tera,14.0078,0.7531,41.94,14,100,3.29,NE,1712848569
280,goure,13.9835,10.2704,40.49,5,3,7.09,NE,1712848569
281,sola,-13.8833,167.55,27.74,80,100,3.47,VU,1712848569
282,cabo san lucas,22.8909,-109.9124,21.4,61,20,2.06,MX,1712848140
283,puerto deseado,-47.7503,-65.8938,10.53,46,0,0.5,AR,1712848281
284,kovdor,67.5662,30.4758,2.42,96,100,7.78,RU,1712848570
285,santo antonio,-6.3106,-35.4789,31.73,57,82,2.5,BR,1712848570
286,nha trang,12.25,109.1833,28.0,88,6,2.33,VN,1712848570
287,kupang,-10.1667,123.5833,26.32,94,20,2.57,ID,1712848570
288,merizo village,13.2658,144.6691,27.31,89,100,6.8,GU,1712848570
289,awjilah,29.1081,21.2869,27.69,15,13,2.96,LY,1712848570
290,gaogou,34.0175,119.1886,13.86,85,100,3.16,CN,1712848571
291,irbit,57.6705,63.071,4.13,75,100,3.48,RU,1712848571
292,big spring,32.2504,-101.4787,17.35,35,0,3.6,US,1712848571
293,port-vila,-17.7338,168.3219,22.78,100,20,0.51,VU,1712848558
294,marcala,14.15,-88.0333,25.71,49,65,2.82,HN,1712848317
295,manokwari,-0.8667,134.0833,26.37,79,94,2.5,ID,1712848571
296,pariaman,-0.619,100.12,28.03,81,100,1.79,ID,1712848571
297,codrington,-38.2667,141.9667,14.15,57,100,2.38,AU,1712848572
298,lubango,-14.9172,13.4925,22.83,65,81,0.98,AO,1712848572
299,yur'yevets,57.3201,43.1041,8.8,60,75,4.75,RU,1712848572
300,pittsburg,38.028,-121.8847,17.25,79,0,1.79,US,1712848466
301,poronaysk,49.2167,143.1167,2.76,80,54,3.92,RU,1712848572
302,hell-ville,-13.4,48.2667,29.92,74,23,3.41,MG,1712848573
303,pechenizhyn,48.5155,24.8942,16.86,63,96,2.84,UA,1712848573
304,bairnsdale,-37.8333,147.6167,9.6,92,41,1.84,AU,1712848530
305,kamiiso,41.8167,140.65,7.72,69,100,0.15,JP,1712848573
306,acapulco de juarez,16.8634,-99.8901,28.9,61,0,0.0,MX,1712848525
307,uvalde,29.3669,-99.767,24.06,28,0,3.09,US,1712848573
308,viedma,-40.8135,-62.9967,15.1,40,100,1.38,AR,1712848573
309,susuman,62.7833,148.1667,-18.55,100,99,0.72,RU,1712848573
310,soria,41.6667,-2.6667,18.87,35,32,6.03,ES,1712848573
311,oltinko'l,40.8011,72.1634,24.05,23,100,1.55,UZ,1712848574
312,mvomero,-6.25,38.6667,27.95,86,47,2.22,TZ,1712848574
313,bandon,51.7469,-8.7425,11.77,97,100,8.37,IE,1712848574
314,westport,41.1415,-73.3579,13.03,90,100,6.69,US,1712848275
315,enewetak,11.3474,162.3373,26.96,79,70,10.19,MH,1712848574
316,ewo,-0.8725,14.8206,32.79,52,100,1.29,CG,1712848574
317,salaga,8.5508,-0.5188,39.46,28,83,3.05,GH,1712848574
318,xinyuan,37.3,99.0,2.73,18,28,2.27,CN,1712848574
319,gorodoviki,46.1353,41.9656,20.25,51,85,2.82,RU,1712848575
320,colonia,50.9333,6.95,17.64,63,40,1.54,DE,1712848575
321,gaigeturi,33.4644,126.3183,15.94,83,100,1.29,KR,1712848575
322,willows,39.5243,-122.1936,16.36,78,0,1.88,US,1712848339
323,pervomayskoye,43.919,46.7102,16.97,51,17,3.36,RU,1712848575
324,gassol,8.5333,10.4667,43.21,9,23,1.94,NG,1712848576
325,boa vista,2.8197,-60.6733,30.99,58,40,8.75,BR,1712848484
326,soanierana ivongo,-16.9167,49.5833,27.54,86,92,3.64,MG,1712848576
327,sretensk,52.2453,117.7093,7.31,91,100,0.43,RU,1712848576
328,ilave,-16.0833,-69.6667,9.99,66,88,2.01,PE,1712848576
329,port blair,11.6667,92.75,30.02,79,20,1.03,IN,1712848576
330,priozersk,61.0393,30.1291,8.89,63,71,6.97,RU,1712848576
331,mersa matruh,31.3525,27.2453,19.51,68,0,5.24,EG,1712848576
332,whakatane,-37.9585,176.9854,20.84,94,99,4.02,NZ,1712848576
333,freeport,40.6576,-73.5832,13.07,93,100,5.66,US,1712848518
334,anatuya,-28.4606,-62.8347,16.14,67,99,5.91,AR,1712848577
335,vanino,49.0869,140.2543,8.85,62,31,2.22,RU,1712848577
336,barreirinhas,-2.7469,-42.8264,30.81,70,59,1.74,BR,1712848577
337,sihanoukville,10.6093,103.5296,28.97,84,40,1.03,KH,1712848433
338,weno,7.4515,151.8468,26.97,89,100,2.06,FM,1712848577
339,barcelos,41.5388,-8.6151,29.4,48,95,1.22,PT,1712848407
340,azul,-36.777,-59.8585,14.27,54,91,3.82,AR,1712848577
341,parksville,49.3163,-124.3195,7.73,81,100,0.45,CA,1712848459
342,las lomas,8.4333,-82.4,29.67,74,40,2.57,PA,1712848578
343,sao gabriel da cachoeira,-0.1303,-67.0892,30.2,75,63,0.89,BR,1712848578
344,rameswaram,9.2833,79.3,30.17,76,100,10.63,IN,1712848578
345,ji'an,27.1172,114.9793,20.09,96,100,2.32,CN,1712848578
346,glace bay,46.1969,-59.957,7.96,55,0,3.58,CA,1712848531
347,saint-pierre,-21.3393,55.4781,27.82,74,40,1.54,RE,1712848578
348,hamilton,39.1834,-84.5333,16.53,97,100,4.63,US,1712848289
349,seydi,39.4816,62.9137,25.57,22,95,3.01,TM,1712848578
350,kalymnos,36.95,26.9833,20.74,56,0,6.69,GR,1712848579
351,dordrecht,51.81,4.6736,14.99,87,100,3.58,NL,1712848579
352,mollendo,-17.0231,-72.0147,21.48,80,92,3.39,PE,1712848579
353,tallahassee,30.4383,-84.2807,23.91,75,75,10.8,US,1712848402
354,giado,31.9582,12.0203,19.7,40,93,6.85,LY,1712848579
355,kodigenahalli,13.72,77.3903,31.73,26,7,4.74,IN,1712848579
356,severo-yeniseyskiy,60.3725,93.0408,-17.84,98,98,0.95,RU,1712848579
357,suomussalmi,64.8869,28.9078,3.57,80,35,6.91,FI,1712848579
358,port mathurin,-19.6833,63.4167,27.07,76,38,3.24,MU,1712848579
359,sitka,57.0531,-135.33,0.94,80,20,2.57,US,1712848315
360,tadine,-21.55,167.8833,23.93,84,100,3.99,NC,1712848580
361,el porvenir,13.7617,-87.3458,28.63,33,20,1.02,HN,1712848580
362,al ghayzah,16.2079,52.176,28.18,70,95,7.04,YE,1712848580
363,aripuana,-9.1667,-60.6333,28.84,84,88,0.29,BR,1712848580
364,krasnokamensk,50.0979,118.0369,8.39,76,100,0.71,RU,1712848580
365,port augusta,-32.5,137.7667,15.02,70,24,4.05,AU,1712848581
366,motueka,-41.1333,173.0167,18.94,99,100,4.37,NZ,1712848581
